0.6767,0.5552,9.4276,1.874,-2.938,-0.176,38.9098,32.7708,24.3122,2
0.1277,-0.8055,8.3749,0.428,-3.48,-0.223,41.3375,34.7473,22.5909,1
0.4367,1.6058,11.7193,-5.08,-3.662,-0.716,207.9426,199.8818,3.9641,2
-0.3638,-1.3997,10.219,1.322,-2.739,-0.007,201.3454,193.2293,4.088,2
1.9972,-2.1825,9.5642,2.239,3.546,0.145,198.4826,190.3338,4.1431,3
-0.4743,0.0854,9.0724,0.314,-2.996,-0.556,179.3562,171.2863,4.6094,3
0.3434,-0.3366,10.541,-0.791,-2.654,-0.343,173.5591,165.5097,4.7709,1
-2.327,-1.5821,12.2492,8.313,4.646,0.006,172.1611,164.0839,4.8056,2
0.9564,-0.6101,8.8134,-1.154,0.996,0.069,157.1652,149.2182,5.3022,2
0.2803,-1.0049,10.217,-1.793,0.082,0.357,147.3036,139.394,5.6752,2
1.4569,1.1029,10.3305,-2.316,-0.215,-0.13,134.5094,126.6734,6.2485,2
-1.7082,-0.195,10.1957,-0.676,-3.304,0.052,117.7936,109.8957,7.1526,2
-0.9516,1.5074,8.3866,0.354,3.289,0.892,107.9987,100.1678,7.8457,2
0.5907,-2.6578,11.4741,2.067,-2.809,0.511,116.0519,108.2965,7.2993,2
-1.6383,0.16,11.8883,-5.994,0.118,-0.461,103.9281,96.1994,8.1937,3
-0.8934,-1.1165,11.0076,4.211,1.794,-1.145,87.0052,79.4362,9.9176,1
-0.1668,-1.066,9.8872,2.614,-0.083,-0.328,78.0151,70.5184,11.1489,2
-0.2056,-1.553,9.3547,11.446,-0.008,0.838,68.4088,61.2681,12.9396,1
0.9399,-0.9797,9.7107,-1.972,-3.68,-1.367,55.5532,48.703,16.2782,2
1.3376,0.519,10.3499,-0.67,2.516,-0.397,56.3505,49.5155,16.0355,1
0.6373,0.5228,8.8784,1.874,-2.938,-0.176,38.9098,32.7708,24.3122,2
0.1203,-0.7585,7.8871,0.428,-3.48,-0.223,41.3375,34.7473,22.5909,1
0.4113,1.5122,11.0367,-5.08,-3.662,-0.716,207.9426,199.8818,3.9641,2
-0.325,-1.393,10.585,1.322,-2.739,-0.007,201.3454,193.2293,4.088,2
2.109,-2.2,9.91,2.239,3.546,0.145,198.4826,190.3338,4.1431,3
-0.439,0.138,9.403,0.314,-2.996,-0.556,179.3562,171.2863,4.6094,3
0.404,-0.297,10.917,-0.791,-2.654,-0.343,173.5591,165.5097,4.7709,1
-2.349,-1.581,12.678,8.313,4.646,0.006,172.1611,164.0839,4.8056,2
1.036,-0.579,9.136,-1.154,0.996,0.069,157.1652,149.2182,5.3022,2
0.339,-0.986,10.583,-1.793,0.082,0.357,147.3036,139.394,5.6752,2
